text,sentiment
"It’s a cute little match holder - but doesn’t strike the matches (strike anywhere matches) very well - I’ve broken multiple in half just trying different angles and applying more pressure to get them to light. Slightly disappointed because it’s a little pricey to be only decorative, the idea is neat though",Neutral
"I bought some of these for my wife. I have been purchasing solid colognes for myself through Duke Cannon and thought these might be the femal equivalent.<br /><br />And they are, but they are very tiny. Yes, you could easily fit it in the tiniest of purses, but you could also lose it in the tiniest of purses.<br /><br />These are just big enough you could get a fingertip in them.<br /><br />The scent is okay. Nothing revolutionary.<br /><br />At the end of the day, it’s a solid ‘meh’.",Neutral
"I thought this bag would be deeper, but it's not bad for storing one type of makeup, like all your brushes or all your lippies. The lettering is well applied; I imagine it will hold up well.",Neutral
Dough stuck to the cutter even after dipping it in flour but cheaper that a wooden mold.,Neutral
Durable nice leather wallet,Neutral
"This is a good beer mug, my boyfriend loves it. The only thing is I thought the decal was engraved on and not essentially a sticker.",Neutral
"I like the look & I like the leather, but it was hard to tighten & tie the leather laces. As a result the leather slips on the handlebar grips.",Neutral
"These are just the prints, do not come framed",Neutral
Although packaging was great and the print is great it just doesn't seem like the price fits the product.,Neutral
I know the picture is 3 but there is only 1 in the order. But it is just as cute as the picture.,Neutral
"It looks good and came very fast. But it's personalized it asks for the name so I put Brian like I needed.  But they didn't add the "" 's "" don't you think you would assume to put that?",Neutral
I was really enjoying my case but literally three days after having it on my phone the lettering began to chip which made me realize It wouldn’t be long before it chipped off entirely. As I’m reading the comments and see that only few people have had this problem I’ll make the assumption that the manufacturers are most likely NOT consistent with their materials. So maybe they temporarily substitute products when they run out of their normal ones 🤷🏽‍♀️Idk,Neutral
Love the earrings.  Just what I was looking for.  Only problem was that there were only 3 earring backs in the package so I cannot wear them right away.,Neutral
Reviews were right...cute but overpriced.,Neutral
Beautiful piece...modern edge,Neutral
It's cute. Could be a little bigger,Neutral
A little large for a nose ring,Neutral
"This is nice, but very small",Neutral
"I got this for my daughter as a special gift with our song lyrics on it And although it was nice to find someone to engrave so nicely and so fast I was really sad that it looked cheap. It doesn’t have a nice 14k look it looks more like 24k or just fake because it was a lot darker and won’t match her other jewelry. It’s a nice keepsake I guess, cuz I know it’s going right in the jewelry box and staying there.",Neutral
"Bought as a white elephant present. Not a very high-quality towel. Almost more like a linen or a cheese cloth, was expecting something more durable for the price. But the recipient enjoyed the message on it so I guess that's what matters.",Neutral
It's ok. Expensive for the quality and size,Neutral
Its small. Should have gotten a larger size. I am not please with the size of it.,Neutral
It’s tiny but super well made,Neutral
Pricey for no jar to come with it,Neutral
"It didn't give it a 5 because I have used it twice. Therefore, I am not sure of how study or will it is made until I have traveled with it. The color is as pictured, it was packaged well. But it doesn't smell like leather, or how 100% leather used to smell.",Neutral
"How do I describe this scent?  Obsession for men by Calvin Klein cologne.  Obsession is described as a woodsy scent, I was hoping for a more masculine earthy scent (lavender can be all grandma-ish at least for me), so maybe what you're looking for exactly, but I was surprised how much it resembled the cologne rather than the earthy scent I was hoping for.",Neutral
"This review is not about the quality of the item. They are beautiful and true to color. This is about value for money. Not worth it. They are very small and not the stationary I was looking for. I wanted a large page not a card. But like I said before, they are beautiful.",Neutral
It’s okay nothing much to rave about,Neutral
"I bought the extra small tag & it is perfectly sized for my 8lb, average, long haired cat. It came beautifully packaged, no damage. They included a ring to attach to collar + 3 small rings/clips to attach tag to ring. Sorry that's so convoluted but idk the right terms for the ""rings"". The 1 star is for the difficulty reading the tag. The font is exactly what I ordered. The print is exactly what I requested. However, maybe because I ordered the shiny silver, I can't read the tag unless the lighting is perfect & I angle the tag just right. It was a miracle I got a pic that at least shows some of the words. Plus, Freya is camera shy... Or just likes to be difficult. I wish the lettering was in black on the shiny silver. That would have helped. We have many feral cats in my small town which are caught, taken to a vet, spayed or neutered, tagged & then released. Freya doesn't need all that hassle so if someone does capture her, I want them to know she's already mine. I requested that the bottom wording say ""Amy's - In/Outdoor. Perfectly done, but, as said above, difficult to read.<br />1 star for easy to read, 4 star for craftsmanship (minus 1 star only because the lack of color for words) & 5 star for lightweight.",Neutral
"Very thin, causing them to roll and slide",Neutral
"[[VIDEOID:dfcc56f0ca10edf48df8cae611f2abc]] The latching mechanism for the two earrings were very problematic with each one having the opposite issue.  One earring was so loose it wouldn’t lock shut and would likely fall out throughout the course of a day.  The other was so tight we couldn’t get it unlatched.  I had to get tools to bend the mechanism open and even after that it was still very tight.  I used a pair of pliers to tighten up the loose one, and it will now latch though still not sure how secure it will be.<br /><br />The earrings are beautiful and look great.  If you can get the latching problems resolved these would be a very good pair of earrings.",Neutral
"The quality is fine, however, I wish I had paid more attention to the fact that the grey color is so light and that so much of the pale wood background shows.",Neutral
"Cute, but size up! I purchased an Adult women's shirt and it was a little snug, but still cute because you like a lady cut to be more form fitting. The kids shirt definitely was small. I would size up, even for kiddos. My little guys shirt fit more like a 7-8. Other people in our group also experienced the same. Shirt quality was okay and bright colors, but the other set we purchased from another vendor was much better!",Neutral
"For looks only it works, material not good for actual use if needed otherwise.",Neutral
Unable to wear or find anyone that can wear as the posts are too thick.,Neutral
The names and maps are not centralized and didn’t come cut in the right size,Neutral
"An egg is rounded and larger at one end than at the other.  There is no place to stamp a flat stamp.  They did say it was a ""flat"" stamp but they also showed a picture of it beautifully stamped on an egg.  I tried everything and no way did I get more than part of the stamp on an egg.  The egg would have to be huge (like an ostrich egg, lol).  The stamp is cute and works well on paper or on an egg carton, so there are uses for it.",Neutral
couldn't use it----the first letter was missing a piece.,Neutral
This is the second time I bought this and the first time I wore it for 2 years and it was awesome! It didn’t tarnish at all. I only replaced it because one of the small balls was loose. The second one I got in September and it’s already tarnished.  I’m pretty bummed out about it. On another note if you’re having issues with smell this cuts that out. Overall I love it but I wish the quality was consistent.,Neutral
"The product itself is awesome. Your directions are just a paper template. I used a laser guide to cut the template out perfect and the tray didnt fit. So then i had to keep cutting millimeter by millimeter with a jigsaw until it fit. I had all foam under my deck and didnt know where the drain hose should go. Tried calling 3 different times for suggestions and no one ever answered. Was working on it right then, needed help then not whenever they wanted to get back to me so i never left a voicemail. Called over a 30 minute period. Took me 4 hours to get it in but it sure does help my back and is a great product, just the directions/support suck.",Neutral
"These are really cute online but in person was disappointing. They looked faded, and not glittery. Ask for glossy print ahead of time. If they do it, it Would look so much better",Neutral
Super cute. Low quality chain that rusts in a week. My daughter wears this daily. She loves it. But even slight sweat or moisture from her hair has the chain rusting. We will keep the charm and replace the chain.,Neutral
"Very beautiful photos, nice quality prints, just a bit challenging to find frames for. I actually had to hand cut along the borders to make them a bit smaller so they could fit in a frame. Didn't like having to do that.",Neutral
The quality of the cup isn't all that great but it will do.,Neutral
"Love the ring, but it's 3 sizes too big and I got the same size I always wear. Great quality but sizing is off",Neutral
The website picture shows the name very clearly.  But in reality that was not the case in my case.  Letters were not very clear.  Although I appreciate the time & effort this took I would not recommend this to others.,Neutral
"Its a beautiful necklace in a beautiful box, but the charm is significantly smaller than I thought it would be. In the product picture it looks bigger than what it actually is.",Neutral
I did not look into dimensions. Was smaller than I had pictured in my head. Yet it is still quaint and accurate to description regarding wood and white font. I'm happy with it,Neutral
"Two things, not as detailed as shown in picture.  Looked like the coin was  worn down considerably.  The other thing is it's slightly beveled like a cone. Other than that it's a good ring.",Neutral
Don't wear with a collar or scarf around your neck. I lost one earring the first time I wore them. Luckily I lost it in my house. Next time I wear them I'll use a rubber back. Very light weight & nice looking.,Neutral
"looks pretty, but way too big for my wrist.",Neutral
Shelf was not very well made. Some of the corners were off by about a half inch. Nails were sticking out in a couple areas that I had to remove. I think if a little more time and attention to detail was made it would be a nice shelf.,Neutral
"They were a little larger than I envisioned. Not the artist's fault, just my ability to judge. The colour is very nice and overall I was pleased until I put them on. They came apart the very first time I wore them. When I went to remove them the glass separated from the back. So they are useless to me.",Neutral
"Product is good quality, but the personalization was incorrect. I paid for two personalization and only one was done - that's $15 down the drain.",Neutral
I bought the ring for my mid finger. It’s adjustable for us with larger fingers. Quite thin and the hammered effect is not as prominent as I would like. I wear it but I’ve bought inexpensive silver that is better quality.,Neutral
Literally just card stock laser printed photos of this art work. They didnt even bother to trim off the white. Really makes me wonder if its the original artist or if someone stole it from another artist. The thank you note for ordering it is on higher quality paper than the actual prints.,Neutral
"A lot smaller than what I expected-but that’s on me for not reading the product details.  They did the job, the idea of them are good, but I took them out of the package and first thing that happened was one of the earring hooks came right off the tassel. Luckily I was able to hook it back in but it happened a couple more times before I even had the chance to wear them. The best part about these earrings is they are very light. Other than that the quality is not there.",Neutral
Wasn’t a fan of the very stiff rope bracelet so I took the charms and put it on a necklace I had,Neutral
"Even though they say adults, they are small. So, as a stocking stuffer for a man they would not fit.",Neutral
I have yet to determine how well this product really works.,Neutral
All around beautiful piece. Functional and aesthetic. The cord on one was damaged. There was a sizable nick on the resin of the other.,Neutral
Cute but very small doesn't fit and I have a small nose,Neutral
"Prettier and more vibrant in person. My complaints are that it didnt come with its own screws or hanging bits and it looks like the fabric (vinyl?) canvas was stapled on the wood a little sloppily. The images could have been scaled down a bit to include all aspects so on the sides you will see a lot of overlap. That may have been the intention but there seems to be unnecessary amount of space on the bottom left. Despite these issues, it really is a nice print overall and a good size.",Neutral
Not truly black. They are a black brown.,Neutral
The magnet is not very strong and falls off the fabric very easily. Graphic is cute though.,Neutral
In person this bracelet is very skinny which I'm not so happy about the one's like these in store or churches were there much thicker which is what I expected.On the other hand the durability is nicely strong and it looks just like picture.,Neutral
It is put together wrong,Neutral
Disappointed.<br /> I could of designed it myself in such a way and have printed it on photo paper at home. When I read “art print” I don’t think photo paper. I’ll keep it as sentimemt but it is not what I wanted.,Neutral
Druzy color is not as brilliant as shown in picture.,Neutral
They are so adorable,Neutral
"Loved the look, once I got them in and the backs on. However, they rusted within 3 wks of purchase.",Neutral
The thread in the stitching on the underwear is very hard and u can feel it on your butt when there being worn. Not so comfortable!!,Neutral
"This is gorgeous, but NOT a low profile, everyday, sort of wearable ring! It's LARGE, and sits up HIGH & bulky! That said, it is a STUNNING ring! Now, I gotta find an occasion in this podunk, hillbilly town, to wear it in...",Neutral
This was cute but I don’t think it is worth the price,Neutral
 ,Neutral
It was uncomfortable! It's just not for me.,Neutral
"I really liked this bracelet. I was very disappointed though, when after having worn it for only a week<br />it got unraveled.",Neutral
"The idea is good, but it’s really just a piece of laminated paper. I did like that I could customize the names and the Velcro is really sturdy.",Neutral
"Okay so this slime was good but I noticed it smelled like they made it with paint, and the more I played with it the more the bead come out . But it’s a good product .",Neutral
"I have two cats and while the spray worked well on the older cat, the younger kitten was not deterred from scratching up the couch and other furniture I sprayed. So, it sort of works, I guess it just depends on your cat",Neutral
Wasn't what I thought the picture was way too small !!,Neutral
"The sticker looks nice and stays on well, and the design is clever. It is smaller than expected and expensive for what it is though. 9 bucks for 4 stamp sized stickers (especially if you only have 1 airpod case to use it on) is a bit high.<br /><br />I could've probably snipped the design picture and get a custom sticker print for a fraction of the price, but I bought these originals anyways to support the seller.",Neutral
"Smaller than expected. Could not use for intended purposes. Quality was o.k., just too tiny.",Neutral
"I gave it 3 stars because the picture shows it mounted on a wood and the description stated its mounted with screws.  The metal item itself is beautiful but it's not mounted on anything so now I have to send it back or find a piece of wood, cut, stain, finish and mount the item myself. A lot more work than I planned for that's why I orderd it handmade so someone can do that for me. I love the peice but it's not complete.  Had the description stated that and wanted to do additional work then I may have given it a better review.",Neutral
This was ok. Bought to wear on a vacation. It was comfortable but it got bent very easy.,Neutral
These are NOT TEAL. They are a midnight blue color.  Beautiful & light weight.,Neutral
Looks like just glass hard to see what s inside neclace,Neutral
It's hard to tell the size of the card. Overpriced. Its actually rather small. Otherwise nice card.,Neutral
"Pretty, but small. I have a seven and a half inch wrist. This was supposed to be eight inches, yet I can barely clasp it.",Neutral
Sent this to my Dad for Fathers Day. Was missing 4 handles. Otherwise would have been a perfect gift. He loved the mason jar style for his Texas patio.,Neutral
Looks so cute and comfy in the photo. Just a basic t-shirt! Fabric is ok tho. Design is fun.,Neutral
The scent was very nice but I live in a small apartment and the smell was so overpowering that even my cat was feeling sick. Don’t recommend this scent for small spaces!,Neutral
"My only mistake, thinking “7. xx” would be very close to 8”. In this instance, it’s not.<br />Sizes are for women , and not a male.<br />Price, and quality are compatible.",Neutral
"I got this product to prevent scratches on the switch screen which it did do. Unfortunately for this product, screen protectors are its biggest rival since it can do the exact same thing in preventing screen scratches. I got the black one so I cant even use it just for aesthetics. If you get one I highly recommend getting one just for its aesthetics (or if you don't plan on getting a screen protector which I do not recommend not getting one) since now it is kinda useless for me.",Neutral
"Beautiful pendant; clasp on chain was broken but I had another chain, so decided not to return it. Otherwise, I would have given five stars.",Neutral
Smaller than pictures,Neutral
"It’s a pretty sign but via the picture in the listing I was expecting a white sign, not a dark metal sign..... I guess I can paint it myself.",Neutral
"While it is a pretty ring and I like the idea of recycling, repurposing, etc., I was disappointed in the ring.  The band is narrower and the stone smaller than the photos implied.  Should have cost less than I paid.",Neutral
It looks pretty good after I put it on but was very hard to put on. I bought two other Tweety Deca's and they were about easier to put on.,Neutral
"The glue came loose on one.  I haven't tried to re glue it yet.  Nice size, as almost too big.",Neutral
Nice and pretty but the back hurts ur ankle,Neutral
"I loves the idea, since I met my Spouse online, but I expected a better quality for that money",Neutral
Very cute but the craftsmanship isn’t the best.,Neutral
"Somewhat disappointed that the wheelchair figure I received was the older, more passive figure, not the &#34;active handicapped&#34; pictured here!",Neutral
They were light weight. I liked their looks. I just wasn’t pleased with the craftsmanship.,Neutral
This is a good product but could use more stability to it. With the bottles on it it wants to lean. I'm sure it would be great for plastic bottles but mine are glass.,Neutral
They are super cute but of the 100 pieces (50 in each pack) only 20 of them are airplanes (10 in each pack).,Neutral
"A lot smaller than I thought it would be. Wasn’t hard to apply. No issues with it coming off yet, its been about a month.",Neutral
The ornament is cute but smaller then I expected and it was delivered with a scratch on the back of it.,Neutral
"Cute, and great packaging but a sort of a racket - there is a simple metal ring (~$1), a piece of leather, a screw and an anchor all separate pieces you put together (simply and easily) and drill into wall. The price is a little much compared to what you are getting. Kudos on the good marketing tho!",Neutral
Nice a little flimsy need to be careful putting up,Neutral
There are much better and bigger spa sets that are worth the price listed. This was a smaller than expected set. Nothing extraordinary to result in the price listed. I wouldn’t have even thought this was worth half the price it is selling for. Everything was miniature. Disappointing,Neutral
Thought the workmanship would have been higher quality.,Neutral
"The mandala itself is beautiful, however, the bale of the pendant is small and thin even though it appears larger and thicker on the photos. You will only be able to wear it on a thin chain with a small clasp ring. I had to change the ring to a larger one in order to wear on a weightier chain or cord. I was going to buy a nice bale to put on pendant in place of ring, but the hole is the size of a pencil point. I would have given 5 stars if it had a decent size bale instead of the poorly thought out design.",Neutral
"Product is nice, if you’re looking for something at a nice big size this isn’t it. There aren’t any hooks or really much areas to attach a hook.",Neutral
"Faint aroma, I had to add essential oils.",Neutral
Looks like the picture great quality...not as big as I thought it would be though....,Neutral
"The high notes are ambiguous, lemony citrus with something else I don't particularly like. Underneath is where there is a very light pleasant musk which remained after I tried to wash it off, but it smells more like a feminine musk if I had to choose. I don't think citrus and musk go together very well. Maybe a friend will like it.",Neutral
"It was beautiful, but it’s very fragile and weak!",Neutral
"I liked that these were made in the USA.  If I can find products with that label, I buy them.  But as to the design and fit of the mask, I have to say that the one that I bought from Rite Aid made in the place that makes everything actually fits better.  So I was a bit disappointed.",Neutral
"Sticker looks great but didnt transfer the numbers, i tried multiple times with no luck.",Neutral
Great bag. Fast delivery. Embroidery looks great. The ribbon color does not match the embroidery at all.,Neutral
"pretty and well made, but not as red as i thought it would be",Neutral
"I like this picture online. When I got it, I felt there were not enough butterflies or they were not as big as it seem in the picture. It's a big white board with a few butterflies flying across it.  Butterflies don't look as good as well.",Neutral
I neglected to read that it is a photo copy.  The affirmation is excellent.,Neutral
"I know they listed the dimensions, but it was smaller than expected and just doesn't look right.",Neutral
These are really cute but the posts are too thick and were hard to put in and hurt my ears when I tried them on. I compared to the posts of other earrings and they are probably triple the thickness of my other earrings. It’s too bad because otherwise they are very cute.,Neutral
"I had bought my husband one for his birthday and it was larger than most and very beautiful.  We both love it, so I wanted one for my bureau.  It came one day sooner than I expected, which was wonderful. But I was very disappointed upon opening it, as it was not as big as the first one. Nor was the quality as good. I would have gladly paid the extra $5 for the larger size.",Neutral
"I like the quality of the hoop, but the edges are a little sharp so it hurt to push through. Even though I twisted it the right way to insert so it didn't lose its round shape... It still lost its round shape. It's like an oval in my nose so if it twists around it looks weird. I'm going to keep it and wear it, but I wish I got a 6mm so it fit more snugly against my nose. I measured my old 18g ring that stuck out a little and it was more like 8mm, so I got the 7mm thinking it would fit snugly and I didn't wanna risk a 6 in case it was too tight. I also wish I got a 22g instead of a 20g because this seems a little thicker than I expected! But now I know. Hope this helps!",Neutral
Pretty but small.,Neutral
TOO SMALL...WASN'T EXPECTING SUCH A HORRIBLY SMALL SIZE,Neutral
The colors are not the same. Pretty necklace. Probably paid too much.,Neutral
"I love the idea, but the lettering is hard to read.  The best description I can give you is the the letters are kind of smeared.",Neutral
It turn black in a month,Neutral
"$20 for this?!  So cute, but the price is high even for Amazon's DIY competitors.  Plus, the certificate is... underdeveloped.  Otherwise, it's a lovely idea.",Neutral
"Hot straight from the source, not the Amazon page, and it does in fact come as advertised, however the black stuff rubs off with wear, and the chain blackens kinda quickly. All that said, it is still a nice necklace I wear daily, and I surprisingly get complements on it and a lot of people want to know what it is. Either way, I wear it for me and it serves its purpose.",Neutral
"It seems to be a nice product, it is a disappointment that it is not a page from the dictory that gives the definitions of ""home""",Neutral
"Well, they fit, but not really well (I wear a 6 - USA). The plush looks inexpensive, and the soles are incredibly hard. The heat-able insoles work alright, but I wanted to wear them while sitting on top of my bed, and have warm, snuggly feet. But the soles are just so freakin' hard! I hadn't intended to wear them outside at all, but it appears that the manufacturer had other ideas.",Neutral
"They are a hot mask. And I was under the impression that they would stand away from my face. They do not. In winter they would be fine, but sweat inducing on a warm day<br />They do fit well",Neutral
"PROs:<br />- Nice grain to the wood<br />- Good as a decorative piece<br /><br />CONs:<br />- Spoon portion doesn't hold much volume for serving purposes<br /><br />Overall, it's a beautiful spoon that is limited in practical use.",Neutral
"I really like the style and weight of these earrings, the only issue I had with them was they are bigger than I expected so the bottom of the x ends up hanging over my ear lobe. I was hoping for them to end at the bottom of it. This was the only issue I had with them. They are pretty and dainty as advertized.",Neutral
It’s a good product for its price. The custom part is smaller then I thought and the custom writing is hard to read but it still looks nice,Neutral
Italy was broken<br />Parts of Russia border was not trimmed correctly and couldn’t connect with other piece.<br />Blue part came broken too,Neutral
"I have been giving each of my sons a new, unique and relevant Christmas ornament for over 25 years. While this serves the purpose, at $15+ each it is waaaaaaaay overpriced. It is machine cut out of a soft wood with some spray paint splashed on. The ribbon is a piece of beige yarn. Sadly disappointed.",Neutral
"I bought it for my sister-in-law for Christmas, I really like the design of it. She liked it too! But the chain looks cheap for what I paid for it. Hopefully it's not a cheap chain and it doesn't break!",Neutral
"Pretty,  will give as gift",Neutral
"I was excited to receive these glasses. They are somewhat cute, but in my humble opinion, the online pictures are far lovelier than the actual product. The colors are much brighter online than in person. I will keep them, but I can't say that I would recommend them to anyone else.",Neutral
"I would not give this as a gift, it's not made very durable or good quality. I think it's plastic.",Neutral
It was smaller than said dimensions,Neutral
The holder broke immediately and cant be trust to hold.the customize writing came out nicely.and the see trough case is ok,Neutral
Product arrived bent. Was way more of an oval then a hoop. Looks funky on because she was not correct,Neutral
My daughter loved them. She wore them all the time but they broke & cannot close. Gotta order another pair.,Neutral
"I love this pin, but one of the posts snapped off the first day I wore it.",Neutral
Much smaller than expected. Posts are soft. Post wrinkled acordian-style on 1st wear.,Neutral
"Love the quote, but I didn't see that it was just an 8×10 picture.  My mistake there.",Neutral
The only complaint I have about this product is that it is VERY hard to latch. The chain loops are very small which makes it difficult to hook,Neutral
"My son requested I buy this for him, and he really likes it, except for the $100 charm. He's bummed it's not the $10 bill, since that's the bill Hamilton appears on. It is also very delicate, so be aware of that.",Neutral
I expected a little more quality,Neutral
Ear rings are nice but mainly aqua and pink.,Neutral
"While the print on the shirts is perfect, the shirts themselves are very thin and not likely to last more than a few washes. We had to order from a different company.",Neutral
Tiny imprint but adorable piece all together for a baby.,Neutral
Color of “birth stone” is too pale and it is not easy to adjust bracelet size for my 5 year old granddaughter.,Neutral
Unable to wear due to the product running 2-3 sizes smaller than expected.  Quality construction and material though.,Neutral
"It was ok, not what I expected. Alittle cheap looking, but you get what you pay for.",Neutral
Nice just bigger than expected,Neutral
Small,Neutral
"This is a great banner. I couldn't get this anywhere else. The only problem I have with this is the low quality picture they used and enlarged it. You can see the pixels on the edges of the picture and it is fuzzy. The lettering seems fine, but looks like a word creation with a copy and paste picture from the internet without AI adjustment to enlarge it or a high quality picture to prevent picture degradation when over-sized. Appreciate the fast shipping though. Thank you.",Neutral
"Overall I was contempt with the product, however there were some aspects of it that was a little off. Some of the pictures were very out of place and random that I did not think followed the theme the product was trying to portray.",Neutral
These are nice earrings but they are quite small.  I was not prepared for the size--maybe I did not read well.,Neutral
"The hook needs a stopper to keep it from coming off, especially in these times when we're having to take on and off face masks.  Otherwise, the stone is very pretty and matched my mother's necklace and bracelet.",Neutral
"These earrings are very pretty on, very light weight and I lived them for the 15 minutes I had them. I put them on when I got them, sat down and watched tv for a couple of hours, and when I got up, one had worked it’s way off and was lost. And that’s with me just sitting! I would reorder, because I loved the earrings, but decided not to because off it fell out of my ear when I was just sitting, I’m convinced the same thing would keep happening. It’s unfortunate they don’t stay in place because they look great on.",Neutral
"Too rustic for my taste. Pretty but it was rough,  nails were showing and I had to sand it down to prevent splinters. I still kept them because the design is very pretty.",Neutral
Small. Like really small.,Neutral
"I was under the impression I was receiving a set of rings, had I known I was only receiving one I wouldn’t have purchased",Neutral
"I really really wanted to like this item. It was packaged well, but it is so flimsy that even with great packaging it came broken in three places. I was refunded my money, I was just very dissapointed because I wanted something a little sturdier",Neutral
"I'm sure many people will enjoy it. For my purposes, there's wasted space and the organization should be changed: Any necessary 'meal prep' and 'notes,' shown on the front side, should be permanently placed with your recipes for future reference instead of repetitively on the then current week's menu list. The backside blocks for grocery lists would be better associated if formatted like the front side menus in full horizontal boxes just like on the front side; and, divided in three columns - breakfast, lunch & dinner. I will use these as it's nice seeing graphics instead of the usual, formal Arial (etc) font.",Neutral
"These rings are tiny, like made for a child's hand definitely not adult size. Ridiculous for the price, hand crafted means imperfections...I returned mine and at least they gave me no problems with that except I had to pay the return postage.",Neutral
Accidently had the 2nd and 3rd Christmas mixed up. Emailed seller and they made it right with no hassle. Came very nice packaged and turned out awesome.,Positive
I contacted the seller so for a custom request that wasn't listed.  They were super friendly and accommodating.  The decals arrived fast and exactly as pictured.,Positive
Great craftmanship. Terrific price.  Could easily charge more for this. You also get to put your head down at night knowing your money went to some well deserving folks in Indiana.,Positive
This came beautifully boxed and arrived quickly. The necklace is very beautifully crafted.,Positive
Absolutely beautiful stones!! VERY small but incredibly powerful stones. Thank You!!,Positive
"Got them for toe rings. Fast shipping,  fit perfect, excellent quality.  I will be purchasing again.",Positive
Very pretty. My granddaughters liked them.,Positive
My fingers are weak because of aging - so the clip is difficult.  But I like it,Positive
"Have no idea if it does all the things as described in ad, but I like it a lot, it is lightweight and easy to breathe in. I ordered one for my son and after it arrived, I order another one for me.",Positive
I found this customizable penny keychain to give as a gift to someone how has everything. I was surprised it shipped w/in a day of me placing my order. It's rare to have a customized product ship so quick. I'm excited to give this to my daughter. She's going to love it! Thanks & happy new year,Positive
"Very dainty, I have larger wrists and it fit comfortably.",Positive
"Well made and very sturdy.  Looks great in my kids bath.  Mounted directly into stud, no more loosening, wobbly TP holder.  Shelf is large and distressed paint is exactly what I wanted.  Thanks!",Positive
This smells great and really softens my lips. Will keep it handy this winter.,Positive
"Love these, bought them for myself as I am a hardcore tea drinker and love the little silver teabag and teacup charms.",Positive
"Wow this arrived today and I LOVE IT!! I am ordering these for all my other bathrooms now :) The turquoise is so solid, gorgeous and bright! And the wood is colored beautifully and is so smooth. My husband keeps re arranging the X's so it's a draw lol. What a beautiful and functional art piece for our bathroom.",Positive
My grandson loved it!,Positive
 ,Positive
"The mug was a gift, PaPa and the grandkids loved it",Positive
Love the smell of this! Very soft smell and stays for hours. Love love love this company! Package delivered extremely quickly and had the sweetest handwritten note! They even included a gift with my purchase which my daughter fell in love with. Ordering her her own now!,Positive
"Well wrapped,  love the idea. Arrived in no time. They also reached out with a preview. To reassure me what the final look was gonna be. Best seller I've had the pleasure working.",Positive
As described,Positive
I’m giving it as a gift,Positive
The product was great & super cute !,Positive
"I love this match striker..  It's really small, but it holds matches and a striker all in one..  It looks cute sitting on my cocktail table... I would recommend this and would order again..",Positive
Looked great on the cup,Positive
Beautiful. Love it,Positive
These are so adorable! Plus the customer service is simply awesome. There was a little mix up with packages but they promptly sent them once more and even gave me a free sample of their line of soap! I love that they went above and beyond for us.,Positive
"These look fine but the headband doesn't seem like it will hold up. Only wore once to the Renaissance festival, hopefully they will last.",Positive
My 50th..,Positive
I've been wanting a way to track our children's growth that could move with us from house to house. I could never find just the right one until now. This is beautiful! We chose a dark wood with white painting and upgraded to the engraved marks and wording. It's perfect! Absolutely spend the extra money and get it engraved. It looks wonderful on our wall and will be cherished for years to come!,Positive
I got this as a gift to my husband and he loves it.  The material they use are very good.,Positive
Beautifully crafted and personal note from the perdon handmade was touching. Great service.,Positive
"Good size, nice looking. Cleaver idea. My daughter is a Disney fan so it made a unique anniversary gift. My only suggestion would be to have the ability to add a gift note. I wanted it to be a surprise and delivered direct to them. When it arrived they didn’t know who sent until I told them. They thought could be from someone else.",Positive
Really love these. Arrived quickly and in perfect condition.,Positive
These are so cute ! I bought them for my best friend and I to wear ! She’s in love with her necklace as well !,Positive
Great,Positive
I am in love with these earrings! They glisten when the sun light hits them! Gorgeous! Thank you!,Positive
"Very soft, we love it!",Positive
Beautiful stationary! This was a Mother’s Day gift for my mom and she loved it!,Positive
Love this sign it looks gteat,Positive
These are absolutely gorgeous on - modern and classic at the same time. Super lightweight and comfortable to wear.,Positive
Good quality pouch at a good price. It’s a good size for traveling and holding papers such as receipts. Love the print on the fabric. Good communication with the seller.,Positive
My wife loved it!  Thank you very much!,Positive
Upper management loves it and so do coworkers,Positive
"This is a beautifully crafted leather notebook cover, it fits my Midori A5 notebooks perfectly and looks incredible. The hand stitching seems incredible sturdy as does the incredibly thick leather used to craft this cover.",Positive
"I am BEYOND just glad and impressed with these little pins. They look exactly as pictured- the colors are bright and they just look damn good. The packaging was very nice and came with the cute sticker logo and thank you card. I got these as a gift for my partner and I and we’re both in love with each pin, I’d definitely buy from this seller again soon! 🖤",Positive
"Delivered between dates provided for delivery. Worth the wait. Beautifully made, the color, detail, great workmanship. 5 start. Recommend this product if you are looking for top quality and great detail.",Positive
"Exactly what I was looking for, and the image with size comparison is accurate.",Positive
Love these. Very nice!,Positive
Love these spindles! Very well made and are great for learning to spin.The fiber is gorgeous and very easy to work with. I’ve been trying to learn how to spin and this is by far the easiest spindles for me to learn with.,Positive
Much better and nicer than I expected. It’s realkt top notch.,Positive
the plastic holders are so tiny it is hard to get them on the wires.  Because of this I have already lost one earing.  Bummed.,Positive
"These tend to be a little tighter then the Pearl ones I purchase. Still cute, only wear them for special occasions because I’m afraid they are going to break.",Positive
Just what I was looking for!,Positive
Really good quality. The leather is very soft. I wish the initials were a little bigger but my son likes the size.,Positive
Excellent quality!,Positive
The prints are very nice quality and fit perfectly in the room.,Positive
"Love, love, love!!!! Great quality and arrived super fast. The shirts are super soft and fit perfectly.",Positive
"fits well, not too big, and flexible open/close",Positive
Loved the look of this necklace!,Positive
This is truly a beautiful piece! The blue sea glass sets it apart and is eye catching!,Positive
Beautiful print. Arrived well-packaged. Looks just like my little tuxedo who passed away in April.,Positive
Perfect,Positive
