text,sentiment
Very disappointed with purchase. very difficult to get in contact with seller. Seller printed name incorrectly and have been attempting two get this fixed. however it say no returns/exchanges. have been trying to get in contact yet no luck. This was the sellers error not mine.,Negative
Not at all what I ordered. It came small and I selected 24x30 option. It was not printed centered. Also it was supposed to be a canvas! Waste of $46. I could’ve printed this off of my computer myself.,Negative
The stones are pretty but it’s on an elastic string. It broke the first time I put it on.,Negative
I really thought this would be a poster but it is just photo paper. Love the joke but just disappointed.,Negative
Smells horrible! Yuck I put some of it in the litter box.,Negative
Complete waste of money product has barely any sand and doesn't smell anything like what it's advertised as,Negative
Pieces of junk!!! Too thin and tiny to even be placed in an infant’s ear!!! Like most Chinese product...NO GOOD!,Negative
I wore my necklace one time and the clasp broke. I did not do anything out of the ordinary simply went to open the clasp to take it off and it broke.,Negative
Beautiful nosering and reasonable shipping time. Two-star rating only because the stem of the nosering is way too short and doesn't poke all the way through the piercing. Sadly I'm unable to wear it.,Negative
"Not very impressed. The shelves appear to smell like they have be stained only a day or two before they were shipped out. The paper they are wrapped in has walnut stain on it. They stink of stain and varnish. Just cheap pine unevenly stained. They rarely match.<br /><br />Although the directions show a bracket that has what appears to be about a 1/4” slot adjustment both up and down and left to right on the brackets.  The double order (8) shelves I received only had a small slot to move left or right. Not helpful since most customers might miss installing them level. Installation directions are vague to someone who is not confident. Measure twice or more.<br /><br />It might be less expensive to buy your own brackets as well as the pine and stain them yourself. As long as you’re comfortable with a router, which is what I did. These shelves are short anyway.",Negative
"Item says 18k gold vermeil, but it’s completely silver. Not happy.",Negative
No covers. Nice calendar otherwise,Negative
Don’t buy! Cheaply made. The chain broke on day 2. Not worth your money or return time.,Negative
17 bucks down the drain.. false advertisement this is the smallest ive ever purchased for this price the picture itself looks like a normal size but look how tiny this is not worth it,Negative
Not what I expected ... the names are hard to read as they are only stamped on the leather ... so all in all...everything blends in..<br />If the names where stamped in and maybe added a little ink to it to break up the peice it would make a difference ..,Negative
It was too small for my piercing,Negative
"This case is beautiful, but unfortunately isn’t good for protection. The initial case I ordered was broken and did not fit, which the company was happy to replace for me at no charge. Sadly, the replacement fit at first, but broke in the same spot not even two weeks into using it.",Negative
They tarnished almost immediately.,Negative
Gave me the wrong color and hasnt contacted me back be reminded I contacted not once but twice.,Negative
Way too small and the stud bent right away.,Negative
"The shirt and graphic quality are good, but beware that you don’t get to choose the color of the balloon dog. I thought it would be some solid color like all the examples but I ended up with a solid white one that I would never have chosen. I can’t return this so I’m going to try to color the balloon somehow.",Negative
Leaves black under my chin.  POOR QUALITY,Negative
Very bulky & too heavy that it doesn’t stay up right. Pulls down shirt too.,Negative
The crystal popped out of the earring within days. Not even a week. Very cheaply made and wasn’t worth my time and money.,Negative
Nothing it was pretty but I wasn’t satisfied because so wrinkled just tossed it ugh,Negative
Nice but expensive for what it really is.... a piece of sanded and stained wood with magnets.,Negative
"I purchased this bag a couple of weeks ago and first I was shipped the wrong color, a replacement was shipped out only after I had to send pictures of the wrong colored bag.  The correct color arrived and I loved it until about a week into use.  The leather on the handles started to flake off, when I contracted the maker, they stated that this was vintage leather and this was common and that I could send it back to be fixed, keep in mind I have only had the bag 2 weeks!  The logo on the bag has perfect leather(shocking)!  I love supporting small business but this bag is sadly not worth the money, the design and size are great but the quality is poor.",Negative
"This is false advertising.  This was meant to be a gift for someone that loves a YETI cup.  Maybe it's a great cup, but I didn't pay 47 bucks for a knock off.  Seperate your listing for makes and models.  Is it a Ford or a Tesla, surprise!",Negative
"Did not look like the picture, came with a dent on the side. The shape looks like a bloated heart.",Negative
Wrong color sent.  Okay craftsmanship at best. Would not purchase again.,Negative
Not happy the ring is not cornflower blue it is a lot darker hard to see the star. I had a ring stolen was trying to replace it. Not the same,Negative
I’ve enjoyed this bracelet but now I see it has tarnished and very disappointed in the quality,Negative
This product is so small compared to picture and the turquoise stones look like cheap plastic.  Very disappointing!,Negative
Kind of bigger than I expected dry wood,Negative
"My daughter order this sticker and was very disappointed (as was I) to the quality for the price. It's cute, but clearly a home craft on homeowner quality material.<br /><br />Really surprised to see this seller on Amazon and not a craft platform.",Negative
"UPDATED TO ADD PICTURES<br />After looking at my actual prints again, I have decided to update my scathing review; however, I STILL DO NOT like the prints.  I still think the resolution is terrible and the colors are runny compared to the posted picture on Amazon. These are not what I expected; however, maybe they will work for someone else. At any rate, I left some actual pictures of what I received below, so you can be the judge.",Negative
When taking the backing off the entire vinyl messed up.  And I've done vinyl decals many times with no problems.,Negative
The wire to get through my ear is to thick.  I can not push it through my ear.  I'm sad,Negative
"I'm a grandmother always trying to keep up with the times. I thought this dress was precious and it's not so much that everyone else didn't so much not like the dress itself and the cute ring of flowers (I bought it in white) BUT.....I BOUGHT THE YEAR ""FIVE"" and all I heard was how messed up the ""F"" looked and I had to agree with them!!!! It didn't look like an ""F"" I was really sad and disappointed bc I always look forward to getting the grandkids their bday outfits. The cuteness of the dress was taken away by the ""F"" letter!! I also wish that they would of offered an add-on sale of under dress shorts so I didn't spend so much time hunting down some.....right color, size, price, etc.",Negative
It isn't what I expected because it's not good. The small tiny packet is more expensive than the other.,Negative
"kinda nice quality.  but, i am not a druggie.. this is a very psychedelic style pot.  i was just looking for something nice to put tea leaves in.",Negative
This ring is attractive; I like the design and color; but I will not be wearing it. The sharp edges snag my clothes. And the weight of the ring forces me to remove it for comfort. I found I could only wear it for a few minutes. So sad. Another tenant for my jewelry box.,Negative
No se percibe el olor,Negative
Cheaply made for price,Negative
"Although the earrings were very pretty, the lever part was for a child size ear.  I have many of lever back earring including some from Victorian era and the lever is not that small.  I could have made the change as I make jewelry, but paying for something you should not have to recontruct it.  Too bad.",Negative
Too small doesn’t even lay right,Negative
I can only say it’s very small and hard to put on,Negative
The item I received was not the item pictured. I notified the seller twice to return it exchange it for what was pictured and never received a response.,Negative
Terrible smaller then my pinky finger nail,Negative
Sorely disappointed! This just a leather match case. Basically multiple layers of ground up leather base synthetics and glue. Ages much faster the real leather and breaks at bends very quickly. This would have been a nice little bag if the craftsman had chosen better materials. For this price I could have gotten two canvas bags that would last much longer.,Negative
"Do not be deceived by this item!!  Almost $20 for a handful of confetti.  This is absolutely, absolutely ridiculous and a total SCAM.",Negative
Literally a printed photo paper,Negative
It’s a cheap laminate sticker on a cup. Total rip off,Negative
Sloppily made. One of the shelves is split significantly causing it to be nearly impossible to place anything on that shelf cause its small as it is and not functional with the split shelf. Looks rustic and cute but doesn't serve a purpose.,Negative
Thought that I was ordering something that I could use right away... Now I have to find frames to put these thin pieces of paper in... I'm sure they'll look great in my bathroom when I'm finished. Disappointed because they're still in the box.,Negative
On arrival--we were unable to tell what letter it was. I was so disappointed as it was intended as a birthday gift for my son. No one in the family could identify the letter.,Negative
There is a clear error in this print.  There is a random quotation mark at the end of the poem...but there is no opening quotation mark.,Negative
package was empty,Negative
"the Stone was very beautiful,  The setting actually bent when I tried to put on the erring.  I send back immediately.  Thin and bendable setting:(",Negative
"Very flimsy, cheap bag that doesn’t sit upright on its own. For the price it should have a sturdy bottom. The personalization is nice but I’m very disappointed in the bag quality. If it wasn’t personalized, I would send it back :/",Negative
I did not receive the lights I ordered. I understand the rustic look but to have a very visible black indentation in the upper right corner on one of the sconces is unacceptable and swayed me into thinking maybe this product is no longer a good fit for my decor. Please ensure Packers thoroughly check the product before shipping to customers.,Negative
"This would look very pretty, but I couldn't get it off the paper on the wall without it completely ripping. The company was nice enough to work with me and refund.",Negative
"This bracelet is NOT what the pic looks like. The pic must buy magnified 500 times! The ""stones"" look like they are made for a Baby bracelet!  I am very upset with this company and the way it was described  and pictured. Will never buy from there again!",Negative
Loose not fit with my airpod pro.,Negative
This lotus necklace is of very poor quality. Will be sending it back,Negative
"This glorified sticker did not stick. Not only that, it's impossible to remove from the paper it comes packaged on. It's flimsy and a waste. It was a scam and this product is a scan run by a fake company. I should have bought from a reliable company. This is my opinion, make you're own choice.",Negative
I already have very small wrist. I can wear kid size bracelets and even this looked too thin and small on me. The name engraved on it is so tiny!! Not even in proportion. Good to wear in a set and maybe a small msg just for you but not at all what I was expecting,Negative
No están bien hechos tienen de fectos de fábrica,Negative
Shirt stuff  Doesn’t wash well uncomfortable due to stiffness also has a smell that will not wash out of it,Negative
"This thing has this weird inner rubber gasket. It's so incredibly tight, that when you try to squeeze and jam the airpods in, the inner seal thing snags due to friction and drags it with it. Oh, and it's SO TIGHT you have to cut it off; it will not come out at all.<br /><br />Pretty convenient to say you can't do returns on personalized products when they don't fit and are crap. Easy way to scam and get rid of poorly made merchandise.",Negative
The item I received looked NOTHING like the item shown you think your purchasing. Sending this back to vendor.,Negative
After wearing this bracelet for 3 weeks the beads and string broke.,Negative
"Did not come in a frame. No big deal, but the print on this looks cheap and slightly evil with the snake heads! Don't think ill get a frame or put in my office....not worth the money at all.",Negative
Not good quality,Negative
Doesn't  work,Negative
"Turned dark within a week of wear, not sure if it's silver. My ears did not have a positive reaction",Negative
These are slightly bigger than 11x14 and will not fit in a frame unless you cut them down. Can you cut a straight line? Me either. Disappointing.,Negative
"The earrings caused an allergic reaction in my ears after wearing for 3 days. The earrings even tarnished in 3 days. After cleaning the pair (because I love the design and fit!) one earring remains ""pitted"". See picture. I bought these during the COVID lockdown but will wait until stores re-open to purchase personal items such as earrings. Expensive lesson learned.",Negative
"Stone fell out the third day, very disappointed",Negative
"Not sticky enough so peels at various points (on the plus side, it's easy to remove). Didn't quite fit Quest so first had to be trimmed and it just doesn't lay right on non-flat headset surface. I'll probably put two small googly eyes on instead (each with a small enough surface area to be<br />on a more or less flat part of the device).",Negative
"Although very pretty, I was deeply disappointed when I received my order because it did not appear on the sellers page to be as cheap as it is when you receive the order! I honestly haven't even used it because it's cheap costume jewelry in my opinion and I've been getting body piercings done for 18 years and counting.. I've boughten and have seen just about all there is on the market. I feel like my opinion is a valid one. Although my skin isn't sensitive to fake costume jewelry, I've never bother to put cheap body jewelry in my piercings!",Negative
No stars. It was horrible.,Negative
"pretty, but no weight to these earrings, so don't work for me - donated to goodwill",Negative
Awful product. Tasted nothing like baja blast.,Negative
i threw the actual ring out cuz it snagged over and over again all day on my clothes. awesome stone though. keeping the stone in my wallet.,Negative
Get stained very easy and broke on the second time I was wearing it,Negative
Product was very cheap looking and made with poor quality.<br />Picture online is much better than the actual product.,Negative
Super cheap. Could have printed something better myself.,Negative
Size is off runs small,Negative
Waited 3 weeks to get this product was super excited. Because let's face it who doesn't want their house to smell like fruity pebbles?? Got it put it in my burner and waited for my house to smell amazing... I could only smell it when I got right over top of my burner. Super disappointed...Kroger wax melts are cheeper and smell better,Negative
It was beautiful but I wore it for 8 hours and it turned my finger green so not worth it to me,Negative
Shoes fit properly but the printing was stretched horizontally.<br /><br />I contacted the seller and asked for corrected sneakers but was just given the opportunity to return.  No option to get what I ordered....PLUS I had to pay shipping to return it.,Negative
"The print is cute. I ordered these for my identical twin boys that will be turning 2 soon. Two different sizes were ordered 12 month and 18 month. The 12 month shirt came on BIGGER than the 18 month shirt. The 12 month shirt fits my little man well. So, my issue is with the 18 month shirt (Jaxson). Also, in the middle of the Dino the vinyl is bunched on the 18 month shirt. I put the 18 month shirt on my son and it is very “fitted” and short on him so this will not work. The shirts are thin and cheap but the print is cute and was what I was wanting for their birthday....",Negative
"This is absolutely NOT what is pictured.  What is pictured looks to be all metal with the shimmering disc in the middle, but it's not.  It's a metal pendant backing, but the rest is a sticker - the whole stargate and event horizon are a sticker.  If I could give 0 stars, I would.",Negative
Its not what i expected,Negative
"The ""birch"" is plywood.  (The quality of the set is like something you could find at your local Dollar Tree.)",Negative
I could have printed this myself on my printer using a higher quality paper and it would have been nicer and cost less than this.<br />Don’t waste your money.,Negative
I love the necklace but it broke the first day I wore it made me sad,Negative
Es muy delgadita nada q ver como se mira aquí la verdad no me gusto,Negative
"Beautiful bracelet , nicely engraved , fast shipping but turned my wrist green within a week and the bracelet changed colors as well within a week .",Negative
I ordered 21 LEFT and 33 RIGHT. They are not similar to the color guide image that she has. I was very disappointed. I am not at all a pink/purple kind of person and the 21 is definitely not blue as her image portrays. The 33 is not nearly as vibrant as her image. It’s more of a light lime shade. I contacted the seller and she basically said this is how it is. Very disappointing.,Negative
"I bought this as a gift for someone and kept good care of it in its box for a few months. After it was given, the ring started to show signs of heavy damage after only a few weeks, unlike the rest of the rings she wore. Definitely wouldn’t recommend",Negative
"Earrings are so small, looks cheap, and comes in a cheap plastic package.",Negative
"I absolutely love Wedding Cake fragrance, but the Sunny Days fragrance was intolerable. Everyone’s taste is different, but I’ll stick to Wedding Cake!",Negative
"It smells like regular powder (no sandalwood), it's a small jar, it's expensive and they charge shipping - $28 for a small jar of regular powder - never again - buyer beware",Negative
By looking at the the description it says a 8 by 10 and as you see it’s not even a 5 by 7 not worth the money,Negative
"I immediately return item when I open it and seen these were cheaply, made with a enormous price......",Negative
"The print was nice and bright, but they shipped it folded in half!  The crease wouldn't come out, so I returned it.",Negative
"Extremely disappointing. Dough stuck (even with flour dusting), impressions were inferior, and the plastic parts warped in the top rack of my Bosch no-heating-element-dishwasher. One-time use; no desire to replace. A waste of money.",Negative
This decal would not peel away from the paper.  I tried is several spots and the paper came with it.  The directions were for a 3 price produce.  Mine was two piece.  The directions referenced spraying the decal with soapy water and I did so.  Decal still would not come off the paper.  Contacted seller and they were not helpful and generally insulting and rude.  If you have an issue they won’t help you or replace the product.  Try a different seller,Negative
Very cheaply made,Negative
first time put on bracelet wire broke and stones shattered all over the place,Negative
Beautiful but too small.,Negative
I thought the name will be engraved on the case but it is not. The name is just painted and gets removed easily.,Negative
These bracelets are very tiny and much smaller than the picture showwed.,Negative
The chain broke 2 weeks after purchase,Negative
Was not was I expected. Probably won't use.,Negative
I already send it back to the address they gave me wrong spelling the parents was not happy to thin I mail it out 7/21/22,Negative
"The actual conditioner bar is ok. Nothing special, nothing terrible, but one of the main reasons I bought a conditioner bar vs a bottle at the local store was because I am trying to reduce my plastic waste. But this thing was wrapped in 3! Layers of plastic in addition to the amazon packaging. The metal tin was in a plastic bag. Sealed with plastic wrap and then inside the tin the actual bar was wrapped in plastic. So in-necessary!!",Negative
Not happy with this product.  Too expensive for what you get.  I love all of my Amazon products I have ordered and I have ordered a lot.  But not [eased with this one at all.,Negative
The states first letter should be left off but it made me add it .,Negative
"Cheaply made, the hand fell off after 2 days",Negative
"These candles smell nuts in the store and we had extremely high hopes for them. So good in fact you probably want a cologne with some of the scents or your house to have their scents permanently embedded in them.  HOWEVER.  when burning they do not smell at all. I've tried 2 of them over this holiday weekend, burning for a few hours each.  Maybe a 5&#34; radius around the candle if your lucky smells good. No where near a room filling ability.  I bought 3 of these candles for $60.  I know, I know, but we are candle sluts.  Very disappointed in this product.  Other brands that we find at niche stores or discount stores with unique scents like  whiskey, suede/leather, tobacco, etc, for half the price blow these away.  Be forewarned.",Negative
"This product is not worth it,  very hard to take off paper and transfer to wall.",Negative
Fell apart when I went to put them on. Terrible material,Negative
Needed this necklace to be the color on the ad. It wasn’t,Negative
"This necklace was beautiful, but I had an allergic reaction to it. The seller was kind enough to offer a refund. However, I paid to ship the necklace back. They claim they never received it and will not issue a refund. So I paid for the necklace, additional pendants and return shipping and have nothing to show for it. Overall, very poor experience.",Negative
I am disappointed in these as they didn't have enough shine. They are actually a gunmetal grey color instead of silver. I tried polishing to no avail. Also the circumference of these is too small. I was hoping for the size of a quarter or maybe a little larger so that they show with long hair. I like the hammered look of these if they were just more showy and not lackluster.,Negative
This is just a piece of paper. Had to frame it like a picture.<br /><br />Thought this was wood or synthetic.,Negative
"The length is too small. Feels like a choker. Disappointed, threw it in the trash!",Negative
Looks cheap,Negative
"I purchased this as a gift for my daughter-in-law. The bracelet measured approximately 5"". I When I attempted to purchase the extension it would not allow me to purchase it as a standalone item. I contacted customer service multiple times and never heard back once. It is a beautiful little bracelet that will fit on a 10 year old",Negative
broke within 2 months. I had it fixed and chain broke again. Could that be it’s protecting or just poorly made!?,Negative
You can barely see the characters.  The moon is way bigger than Victor and Emely. Too expensive for the poorly quality.,Negative
Should have listened to all the one star ratings.  Stone is not real.  Disappointed.,Negative
"I liked the printed sign itself. The fact it is printed on thin, cheap cardboard is a minus. The stand that you are to insert or tap to display will not withstand moisture, wind for long so I can't  display until the day of. I tend to average 150 tweeters on Halloween  and am very concerned with this virus that kids, families, grandparents or us neighbors will be super spreaders of this virus. I appreciate the message of this sign and hope and pray we won't  need it ever again!",Negative
Definitely haven’t had it a week and already chipping fading and showing discoloration.. always remember people you get what you pay for !,Negative
The idea is great BUT when you leave on the mail box for a pick up and it rains ..... it rusts and is eventually<br />unreadable. It only took two rains to start the rusting.<br />Good idea but should have been tested first!,Negative
Very very tiny,Negative
tried to use the activator.  it worked great for a day..... then it dried out.  tried to look up different ways to get it back to useful.  it sucked,Negative
"I really didn't really like it, I thought the name was going to be on top where you can see WONT RECOMMEND",Negative
Bont like smell it to greasy for me,Negative
Not happy  with  product.,Negative
Came broken,Negative
"I just got this today and it's a very nice bracelet. However, they sent the wrong size! I ordered the Small 8.75 inches, but they sent me the Medium 9.25 inches. So, now I'll have to send it back for a replacement. What a pain! Still very nicely made and with quality leather. Hopefully, they'll send the correct size soon.",Negative
"It seems very cheaply made, it is just a sticker that is placed on a thin cheap cup. I didnt realize that....",Negative
Broken within 48 hours???????,Negative
I tried. My boyfriend tried. All we succeeded in doing was bending the pin in the adjustment tool. $34.99 down the drain......,Negative
This looked so pretty and I wanted to enjoy it but the edges were sharp and not smoothed down. The twisted pattern was also very pretty but very uncomfortable.,Negative
Got broken,Negative
The colors were no where near as vibrant as it shows in the photo. For the price I was really disappointed and felt like I could have made this print myself.,Negative
This is a nice looking bracelet. The problem with it is that it is perfectly round and has a lot of room between the bracelet and the arm. It looks ridiculous when your arm is resting on something because the bracelet is pushed up from underneath which leaves the part on top of the wrist standing way up above the wrist. I don't like wearing it at all and neither does my niece. I do not recommend this bracelet.,Negative
These look like they were generated from a home computer printer. The words and date are tiny and illegible.,Negative
Incorrect spelling.,Negative
"I am rating this two stars for numerous reasons. First, I ordered these back in late May, they were supposed to arrive around the 20th of August, and I didn’t receive them until the first week of June. When I contacted the seller, I was never written back which just made me feel scammed. Secondly, as you can see the In the first picture they are cut crooked, and are quite more flimsy than anticipated. Then, as I have had these for maybe a week now, you will notice in the last two photos one is already begin to peel, and I haven’t even used it to hang anything up yet. The only reason there are two stars instead of one is because the prints are cute.",Negative
Very low quality.  We returned it because this looked cheesy.,Negative
makes me sweat more than other mask but if there is wind blowing then it feels good,Negative
I would have given a great review.  The earrings are stylish and light. When I took them out to wear them yesterday the wood broke right around the post. Apparently the quality is not very good if they are going to break within 4 months. I am not hard on earrings and have earrings that I have owned 20+ years. Do not reccomend buying these,Negative
"I only gave it 1 star because I had to. For approx. $50.00 this ""metal"" bracelet can break into any second while wearing it.  I will be returning it.  The personalization on it, cant even be read. I had a tribute of my father on the inside, NOT READABLE!! DISHEARTENING!!",Negative
Arrived late and damaged,Negative
"Not what I expected.  Not worth the price.  Unable to use this item.  Disappointed with this purchase.  I should have drawn this and printed it on my own photo paper for a lot less money.  Could have purchased 2 packs of photo printer paper for this price.  I guess if you really want to spend more money matting and framing these they would be alright, but it's not worth it to me - I'll probably just use them in a scrap book or something.",Negative
Extremely thin flimsy leather.,Negative
"Extremely fast shipping. However, the plastic used is very thin and has started to tear.",Negative
it was too small,Negative
Delivery was delayed over a week and once I received the product I started using it. Twice a day for over a week and a half with no change. Really a waste of money.,Negative
The stone I got was definitely not ruby and looked more like amethyst. Also the pendant looked tarnished. Not satisfied. Would not recommend. Will definitely be returning.,Negative
Not as good quality as expected.,Negative
Was not happy the band shown was white with black letters but I got all white can’t even see the letters,Negative
It definitely needs to be framed. I had to spend extra money to do it myself.,Negative
"No me agrado, no ura su color a pesar de los cuidados",Negative
Needs different hooks to hold charms on. Loved the bracelet because I love my Chi,Negative
I wear it for 1 week and after that metal on earrings changes color to rust. It is NOT a real silver and definitely not a rhodium finish. Not worth buying.,Negative
It looks like I've had this for years.,Negative
"Woww...what a RIP-OFF!!!  Paid over $20 for a small piece of flat cardboard with a design on one side!  I was under the impression that this ornament was 3-D and made of quality material!  Vendor needs to be more specific in their listing! Waste of my time and theirs, as I'll be sending it back!  THE ORNAMENT SHOULD COST NO MORE THAN A COUPLE DOLLARS!!!!",Negative
Just OK for the money,Negative
Too strong to use had to mix it up to not waste it,Negative
Came shattered,Negative
"For the cost,Need more scent",Negative
"I never bother to review products, but this one deserves it. It smells like… something. Kind of “foresty” I guess, but nothing like Balsam firs, or any typical Christmas tree scent. I’m not sure how anyone can think that it does, but it’s certainly suspicious that this is an Amazon sponsored product, which should have been a major red flag.",Negative
No,Negative
12.99 for an 8x10 picture is ridiculous,Negative
not what I was expecting for what I payed for just want a full refund or to return it,Negative
This product was a absolute disappointment and waste of money the decal looked good but was impossible to install because the decal would not peel off to apply it. To sum it up don’t be like me and waste your money,Negative
Really cheaply made and breaks easily,Negative
"A very cute bag...I gave it to my sister for her new teaching bag...but the handles stiching started to come apart and the bag actually split on the bottom. Looks cute, but not sturdy enough for a laptop or heavy items. : (",Negative
This product is so small very cheap quality not worth anything I have to choose a star otherwise I wouldn’t,Negative
This was a photo copied piece of paper. Don't waste your time or money on it!,Negative
It was very pretty. I really liked it but it broke at the clasp after one week.,Negative
It broke after i tried putting it on for the first time.,Negative
"The notebook quality was fine, but it did not conform to stated dimensions.  I tried contacting Galen Leather several times but never got a response.",Negative
So disappointed that this towel was made out of microfiber or at least feels like it. I hate the feeling on my hands. Someone else pointed out that it is also printed on one half of the towel so that you have to fold the towel in half to display.,Negative
"Smell didn't fill the room, not even a big room. A wax melt did better. And no I don't have covid, I can smell things.",Negative
"The legs became warped after a week. Not sure what to do, but was lead to buy because of reviews I read. Be weary before buying, maybe I just got a bad one 🤷🏼‍♂️",Negative
Just a poster had to then purchase a frame that fits it. Love the idea just not worth the price….,Negative
This product looks good in the advertising but is cheap and poor quality. Total bust!,Negative
"Don’t waste your money on this crap. It’s extremely cheap & awful to try to attach. I was ripped off, big time. It’s worth about $.05 at best.",Negative
"Didn't come with an instruction, by the time I figured out how it's done 2 letters were already torn. I ended up throwing the whole thing;  I regret buying this.",Negative
"So, just to let everyone know, this is not an album. This is a framed piece of paper with the customizations on the paper the customer wants.<br />My issues: Although, it does say it is a piece of paper in the product description, for $50 you'd expect something with a little wow factor. Upon seeing the product up close, it became apparent to me this was not worth $50. I requested a refund. The seller wanted me to pay the shipping cost of the product stating, ""We have no hopes of resell on this:)  Once the frame is received back, a full refund will be issued."" Re-sale what...? The piece of paper? It's a piece of paper! This frame from Walmart isn't worth $50 either. I'm just letting anyone who might look at this know what you are getting. It a customized piece of paper in a Walmart frame for $50. Yes, the seller will refund your money, after you pay them to ship it back. Be aware.",Negative
The size was perfect but mine got deformed,Negative
"The concept for the bracelet is so cute, but the positive ends there. I thought the world be a great addition to my alex and Ani collection.<br />The fit is poor and the charms are too light weight and not of good quality. This might be cute to give to a child but I don’t think it is good for an adult. I love the wizard of oz, as it is to late to return I will have to find someone to give it to.",Negative
"Looks cool with the lights sitting on the shelf. Sadly, both the Jedi and Sith versions are so delicate that our home heater was slightly blowing on them and now they are tilted and warped. Too expensive. Too cheaply made. Only lasted 5-6 months.",Negative
Looks nothing like the picture when you receive it. Do not waste your money. Sign is much smaller than the picture. The color and letters are much much smaller than what they are advertising.,Negative
Was pretty disappointed with the quality. The gold lettering was already rubbed off on part of the keychain when I received it. Does not look very nice at all but the keychain itself seems to be okay quality. Was hoping to give this as a gift but it just looks like it’s already been used due to the wear.,Negative
No holes on the backs. Good luck hanging them.,Negative
Disappointing!,Negative
Its the size of a pea.,Negative
"I love the shiny brass of the tag since so many tags are all silver which made me happy to find a ""gold"" one. HOWEVER, I WISH the seller would include the entire alphabet in each font (upper and lower case) so that we'd be able to pick the right font when spending so much money on a specially made tag.<br /><br />Showing us examples of the fonts with 3 letter names like Max or even a longer name like Bella however those examples don't help any of us with dogs that have longer/different names or help us decide if we want the tag in all uppercase or a mix.<br /><br />I wish that the seller would either show us the entire alphabet of fonts OR make it so we'd get an actual previews of what the tag would look like in each font BEFORE ordering that way we get exactly what we want especially for these tags that cost pretty much the same as the ones in the pet stores do that actually show you exactly what you're getting.<br /><br />I would have never ordered this tag in this font if they would have shown the different fonts completely and clearly. Very disappointed with the tag but I can't return it so I'm stuck with it.<br /><br />I ordered a different tag from this seller that came out beautiful so I know they have decent fonts/tags but this one is definitely a miss for me... a ~$14 mistake.",Negative
"For the price, I was disappointed that the lettering was not spaced evenly.",Negative
Decal does not transfer to windows well. Followed the instructions and still not working. I’m very disappointed.,Negative
Omg..all stuck together and couldn’t even use them. Cost more to ship back than worth it.,Negative
Very bad material. I bought those shoes in December and after wearing one week the toes were peeled off. Very bad material and when I tried to return they took the money of the total amount. Beware guys.,Negative
It definitely needs to be framed. I had to spend extra money to do it myself.,Negative
I wear a medium or large. I ordered a large and XL. They feel like a child’s large and XL. The letters ripple when on. Not impressed.,Negative
See above,Negative
The product looked nothing like the picture. The vinyl sticker the letters were on didn't stick to my yeti very well.,Negative
"This is made from no stretch sweats material. Is in Asian sizes, which is too small for adult American hands and forearms. In American sizes I wear either L or XL, in Asian im a size 5XL OR 6XL if I can even get stuff that size. Thses gloves are medium sized American hands and XS on the forearms. Asians should make larger American sizes if going to sell garments over here.",Negative
The paint was not dry when placed inside the cardboard casing. It was a destroyed mess. This is (or was) the guest book for my wedding which is in 2 weeks. I am extremely disappointed and unsatisfied with the carelessness that must have occured in order for the craftsmanship to be this poor.,Negative
I thought this was a mirror. The price was outrageous for a sticker,Negative
Did not have a powerful scent very disappointed,Negative
just did not work,Negative
"Not what was pictured. I wanted something oddly shaped like the description showed. This is not the ring I ordered. Also, the back where it sits against my finger is uneven and sharp and scratches my finger. Very disappointed.",Negative
"First of all this ring took SO LONG to come. Secondly, it's FAKE!!! I'm so dissapointed, I was looking forward to this ring because the design and supposed stone is gorgeous.  There's no way it is a real stone, feels like plastic, and the metal feels cheap. Definitely RETURNING!!! 😡<br />Update:<br />The seller was incredibly rude, and first refused a refund. Than gave me a shipping slip un paid for to return it after I reported them to Amazon. But then I go to ship ot and it was going to be over $190 for this $25 fake ring can be shipped back to India. Buyer be warned ⚠️!! Such a horrible experience.",Negative
Cat easily messed up tag on her collar. Wording came off.,Negative
"Was not impressed with the item, cheap vinyl that partially ripped.",Negative
came broken docent even stand straight,Negative
Cheap and SHARP!! A waste of money. Not functional or worth showing,Negative
Not worth the money!,Negative
"I wore this for the first time and the crystal broke... so now I don't have the crystal, it doesn't look as nice . What a shame :(<br />Too late to return",Negative
Chain Looks plastic. Looks like something you'd pull out of a 25 cent vending machine,Negative
I was so DISAPPOINTED  qhwn I saw the size. What a waste.,Negative
I received this for my birthday! I liked it so much that I wanted to gift one to a friend as well for her birthday. I went to look only to find that my box had missing items. I read some reviews that had the same issue. I’m not sure that I want to gift to someone and them not get my money’s worth.,Negative
Smaller than expected. Very pale. Hardly pink,Negative
The ring I ordered came with some sort of acrylic like turquoise stone it wasn’t real turquoise the fake stone was cracked in half and coming out of the setting.,Negative
No me gusto que no se puede leer el nombre es demasiado pequeño,Negative
"Although I love the pendant, the necklace turned neck green.",Negative
The ends of the jewelry are very rough. Caused my nose to ooze for a few days and scab over from putting in it.,Negative
Picture doesn’t come with frame as shown on  Amazon. So you’re paying $30 for a glorified poster. I have lost faith in Amazon this will be my last purchase through them.,Negative
It doesn’t look like the photos or Ethiopian opal.,Negative
Na,Negative
"The wands do not fit, you have to drill hole larger.",Negative
Breaks do way not worth your money hard to repair,Negative
It was smaller and artfully built bad.,Negative
It looks like a sticker pasted on to a cheap piece of plywood. Not worth the money. Don’t buy this. This literally looks like something made for the dollar store.,Negative
Broke within a couple weeks,Negative
